CollectionYear,Semester,Region,Year Level,Indigenous status,SDA type,Reason description,SDA count
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,17
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,20
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,4
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,5
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,5
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,63
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Property Misconduct involving other's property,4
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Property Misconduct involving own property,1
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Refusal to participate in the program of instruction,13
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,4
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,5
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Substance Misconduct involving tobacco,3
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,69
2021,Semester 2,Far North Queensland,Year 7,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,14
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Exclusion,Substance Misconduct involving an illicit substance,1
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,2
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,1
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Property Misconduct involving other's property,2
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,1
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,2
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Absences,2
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,20
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,17
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,17
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,2
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,5
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,52
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,8
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Property Misconduct involving own property,5
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,10
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,7
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,4
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,3
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,38
2021,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,5
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,1
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,1
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,1
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,6
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,1
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,8
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Refusal to participate in the program of instruction,1
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,1
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Absences,9
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,35
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,17
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,21
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,9
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,6
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,42
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Property Misconduct involving other's property,9
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Property Misconduct involving own property,4
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Refusal to participate in the program of instruction,21
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,7
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,4
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Substance Misconduct involving tobacco,3
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,59
2021,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,8
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,1
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Exclusion,Substance Misconduct involving an illicit substance,1
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,2
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,1
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Property Misconduct involving other's property,2
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Property Misconduct involving own property,2
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Refusal to participate in the program of instruction,1
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,1
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Students,1
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Absences,6
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,28
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,11
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,20
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,3
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,11
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,40
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,13
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Property Misconduct involving own property,5
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,15
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,6
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,19
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,6
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,62
2021,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,13
2021,Semester 2,Far North Queensland,Year 9,Indigenous,Exclusion,Other conduct prejudicial to the good order and management of the school,1
2021,Semester 2,Far North Queensland,Year 9,Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,1
